0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 
0 41 18 48 37 44 6 5 31 43 12 11 26 17 24 32 7 34 3 1 45 47 20 16 8 25 23 35 27 9 4 28 38 36 42 21 29 2 49 30 46 40 39 15 14 10 13 22 33 19 
34 10 44 40 30 9 18 7 46 42 28 17 45 12 0 43 11 36 31 32 4 6 48 24 33 3 16 49 35 1 26 13 27 22 5 39 20 8 38 21 37 2 14 23 41 25 47 19 15 29 
17 48 34 11 12 25 19 29 49 27 24 32 3 37 42 40 36 26 15 21 0 7 46 18 9 35 5 16 8 43 13 47 41 30 20 45 2 28 22 6 33 38 31 1 39 23 10 14 44 4 
0 15 12 8 29 5 1 36 44 40 23 38 48 4 18 19 41 24 2 46 16 31 26 25 43 47 42 39 11 27 14 21 22 10 13 17 35 45 33 34 7 9 30 3 49 32 6 20 37 28 
2 0 35 46 4 19 43 31 26 10 32 1 5 23 3 33 14 9 11 29 24 13 39 16 7 21 18 12 41 6 40 17 49 8 30 48 44 37 42 15 28 20 27 45 34 47 25 38 22 36 
0 12 25 17 10 2 26 13 49 21 27 8 23 29 14 32 41 1 44 46 38 6 31 4 22 20 37 34 5 43 7 36 42 39 28 24 9 48 16 18 35 30 11 19 47 33 3 40 45 15 
9 13 42 44 32 7 18 12 1 0 17 38 28 49 2 33 3 4 41 8 19 22 36 11 31 34 14 43 47 10 48 26 6 45 30 16 24 25 5 27 35 37 15 40 21 39 29 20 46 23 
25 32 44 15 19 23 18 36 4 29 42 26 27 1 5 11 8 45 13 30 49 20 0 34 41 28 14 16 22 37 3 43 48 6 47 40 9 2 24 33 35 17 12 38 46 21 39 7 31 10 
26 25 20 8 32 48 38 6 7 49 16 9 39 30 17 4 27 18 14 1 24 34 45 23 3 41 47 33 46 21 2 13 5 19 37 28 43 42 0 44 29 11 10 15 31 40 36 35 12 22 
42 27 45 47 34 31 37 36 24 48 21 26 46 8 4 28 29 43 2 41 16 14 44 23 11 7 5 3 12 18 49 30 39 33 20 15 19 38 10 32 1 9 40 0 35 25 13 6 17 22 
33 22 37 3 43 9 26 14 40 24 2 34 44 47 35 38 49 25 32 15 20 7 21 11 0 46 27 5 17 29 6 36 19 1 13 16 39 45 42 12 31 23 4 10 18 41 28 8 30 48 
0 35 30 14 49 13 17 12 36 32 2 24 38 34 37 39 31 40 3 46 28 43 8 16 33 47 25 26 18 19 48 5 29 10 9 6 44 7 15 27 11 1 20 41 21 23 4 42 22 45 
0 28 18 38 2 19 11 45 15 22 13 9 4 30 8 23 25 35 40 3 27 44 48 20 5 14 12 21 6 42 17 1 37 47 7 10 24 49 39 29 26 46 41 36 31 43 34 32 33 16 
0 41 21 4 10 43 25 39 32 15 49 1 3 29 33 18 12 5 44 22 30 26 2 28 40 45 31 20 48 16 35 17 11 9 27 19 36 38 7 34 8 47 6 46 14 37 42 23 24 13 
0 7 19 33 18 31 3 20 8 12 9 41 15 48 22 13 40 38 39 2 47 46 16 1 37 49 25 4 14 36 29 10 42 17 27 11 24 5 6 26 21 35 28 34 32 30 44 43 45 23 
11 18 6 21 48 26 49 20 35 3 0 10 8 13 12 46 32 42 28 24 7 40 2 25 19 29 1 9 34 14 22 17 39 15 23 47 30 37 16 41 4 33 36 43 44 38 45 5 27 31 
0 41 22 6 24 8 26 38 48 23 4 42 15 3 11 21 16 32 14 35 7 9 39 43 44 29 2 47 5 28 49 19 13 37 25 10 33 31 36 40 34 12 18 17 45 30 46 20 1 27 
39 23 37 28 44 49 35 41 25 14 40 29 0 36 5 15 34 33 2 43 17 11 24 46 31 10 45 42 4 6 19 18 32 12 9 38 27 20 21 13 1 3 22 30 16 26 7 48 47 8 
30 4 20 34 14 25 48 29 22 8 21 6 10 46 32 28 37 19 11 49 44 31 23 18 27 26 9 47 38 12 7 43 2 40 16 15 5 33 13 1 3 35 24 45 41 39 0 42 17 36 
0 12 49 31 1 23 45 10 46 34 15 4 21 16 38 9 8 27 42 40 33 3 39 6 13 32 37 24 18 26 7 43 41 5 35 2 28 11 19 30 17 20 14 44 29 25 48 47 36 22 
0 47 31 12 17 38 18 19 2 40 48 35 26 22 33 15 44 8 49 46 7 25 14 43 3 10 11 37 1 13 23 21 41 28 29 5 36 30 24 34 32 6 27 20 4 39 42 9 16 45 
39 24 22 30 4 44 5 13 31 11 9 43 26 7 8 23 40 46 6 18 32 35 10 36 42 49 47 1 28 19 29 41 20 38 45 21 16 25 0 15 48 17 33 12 2 27 14 37 3 34 
46 36 26 38 23 11 12 5 19 48 43 25 31 41 27 39 17 6 44 40 35 22 3 20 37 9 34 7 47 42 30 1 33 24 18 15 45 13 14 16 4 29 2 32 49 8 0 10 21 28 
22 45 40 4 2 10 46 36 26 3 18 25 49 47 0 31 15 7 1 20 17 28 12 24 21 23 9 11 8 5 43 33 41 48 34 30 42 6 13 37 38 35 19 32 14 27 29 16 39 44 
0 7 42 45 39 34 46 13 35 43 8 2 37 47 14 27 49 26 3 44 16 22 9 11 31 38 1 41 36 20 6 25 40 19 5 10 21 32 18 24 33 4 28 29 30 23 12 15 48 17 
0 9 23 21 44 47 30 16 8 41 10 24 26 1 22 39 32 15 48 49 27 7 36 29 38 12 31 3 25 45 19 43 28 46 42 5 33 20 37 34 17 35 40 14 2 11 6 18 13 4 
0 15 20 28 43 30 19 2 46 3 26 36 22 39 42 17 4 40 6 44 38 47 41 12 21 7 5 1 34 31 33 11 16 25 29 18 10 27 14 48 24 49 35 8 45 23 13 32 9 37 
0 16 12 1 39 44 15 26 49 36 18 46 6 35 30 11 4 10 41 7 22 9 40 48 20 31 13 8 38 24 19 5 45 27 21 23 2 32 34 3 33 29 47 37 28 42 17 14 43 25 
47 12 8 46 36 2 24 42 1 13 10 19 18 9 14 6 23 31 27 30 17 22 35 21 49 26 5 0 20 16 4 48 40 29 38 32 25 7 33 28 11 43 3 44 39 34 15 37 41 45 
0 15 37 6 31 34 20 2 17 40 5 41 24 11 14 26 4 28 3 8 1 42 46 13 48 9 32 22 12 19 25 43 45 36 44 27 21 39 49 38 10 7 29 47 35 18 16 33 30 23 
27 16 33 29 0 10 5 12 7 37 1 2 28 14 49 35 40 11 48 13 44 34 15 24 23 41 21 4 45 18 6 26 8 9 42 19 36 30 31 32 38 43 46 39 47 17 20 25 22 3 
0 48 6 9 33 11 44 28 18 13 49 27 46 15 5 30 16 7 12 17 20 2 36 22 25 43 19 24 8 38 45 26 40 3 31 41 1 23 37 35 32 29 14 39 21 47 4 10 34 42 
0 12 27 9 29 6 14 43 42 34 35 1 10 16 19 37 7 47 40 2 44 17 26 18 45 38 28 31 11 8 20 48 21 25 4 46 15 22 36 33 5 3 13 49 30 41 24 23 39 32 
16 47 45 20 18 13 24 42 28 11 46 1 31 21 10 15 0 12 33 14 22 4 3 17 23 37 34 44 25 9 29 7 5 2 36 41 6 32 35 38 48 49 43 40 30 26 8 27 19 39 
47 0 11 26 13 32 14 19 2 43 5 1 4 34 37 30 6 18 35 8 44 45 27 9 15 17 41 25 12 39 48 21 10 28 40 46 38 20 36 23 33 3 29 16 42 24 31 7 49 22 
0 17 3 37 8 42 10 24 35 46 40 28 2 9 13 26 4 45 49 12 41 32 19 31 21 1 44 47 14 34 16 29 20 18 48 27 15 23 33 11 6 22 39 5 38 36 43 7 30 25 
0 36 33 4 47 19 11 24 31 13 30 26 23 27 7 2 39 44 34 6 12 46 49 48 32 8 9 42 20 35 21 14 45 43 15 25 16 5 17 37 41 29 40 22 28 3 38 18 10 1 
41 43 5 40 3 44 18 28 31 4 22 17 0 8 37 27 35 45 25 48 46 30 24 26 1 15 38 7 47 19 21 16 2 10 13 11 14 12 36 42 49 33 39 23 20 34 32 9 6 29 
0 30 46 31 7 14 36 38 18 34 26 23 1 39 6 21 35 43 10 28 5 15 44 37 12 11 29 33 41 45 22 17 32 24 2 48 20 3 25 9 8 16 40 4 27 47 49 19 42 13 
0 15 40 44 33 3 25 37 4 41 2 27 43 1 39 9 32 47 19 35 48 6 24 28 16 7 14 23 8 36 46 38 13 21 45 12 20 34 31 29 11 5 30 10 42 26 49 17 18 22 
23 28 10 35 11 24 34 5 27 25 40 9 0 4 13 44 49 8 15 7 43 16 46 22 6 33 3 17 36 12 48 14 42 20 45 32 47 41 30 37 1 39 18 21 29 31 38 26 2 19 
26 6 1 15 17 2 4 9 8 0 14 44 48 43 36 27 21 13 37 30 46 25 10 40 22 11 29 3 23 12 19 38 20 47 32 24 45 41 28 16 34 31 49 33 39 42 18 5 7 35 
40 21 12 30 15 33 29 49 27 3 13 9 16 17 7 32 23 18 11 22 19 48 5 37 35 43 41 24 46 44 10 36 1 45 42 2 38 6 14 28 0 31 47 20 26 34 25 4 8 39 
19 25 35 8 33 32 29 16 30 41 5 21 3 11 9 36 15 47 1 34 4 42 24 48 49 7 38 12 14 45 46 13 18 37 0 10 6 27 39 22 26 40 23 43 2 28 17 20 44 31 
24 13 19 46 28 14 20 6 0 45 29 16 37 17 5 1 44 43 34 8 41 18 4 30 26 42 22 15 27 32 21 38 11 40 3 12 47 48 36 31 33 10 35 49 2 23 7 9 39 25 
0 8 18 14 27 23 3 26 22 40 7 5 45 43 12 4 6 13 35 9 48 16 30 11 25 21 2 49 42 33 47 15 36 28 32 20 19 38 29 10 44 34 37 1 41 17 46 24 39 31 
9 2 43 5 44 36 7 28 48 0 24 40 1 27 22 11 38 33 32 39 10 8 13 47 30 3 16 42 14 45 49 18 41 25 23 17 29 46 4 26 15 31 20 37 34 12 35 21 19 6 
0 9 18 20 19 3 17 45 21 48 6 31 36 39 15 1 7 5 23 37 25 27 34 12 49 14 13 22 32 42 28 46 16 24 29 10 35 47 4 33 2 38 44 43 40 41 30 26 11 8 
0 44 14 29 5 33 48 25 1 22 34 19 38 15 12 43 3 47 31 7 32 40 42 13 4 30 8 39 17 2 26 49 18 46 6 11 23 27 10 36 24 9 21 37 45 28 35 16 41 20 
18 23 35 34 25 14 38 44 3 41 39 8 33 28 1 11 2 27 0 40 47 12 13 21 17 15 22 5 26 32 30 29 36 10 4 9 6 7 16 20 24 42 37 46 31 49 19 45 48 43 
0 8 10 19 3 23 30 46 5 29 9 1 36 27 31 6 16 26 25 35 42 37 38 7 44 2 11 14 28 15 34 12 13 33 48 4 39 17 24 20 18 40 41 49 32 22 47 21 45 43 
17 49 42 31 9 14 23 34 38 5 13 2 44 25 36 4 29 35 37 28 21 40 30 45 43 12 11 19 1 46 15 6 8 7 24 0 26 10 16 47 39 27 41 33 32 18 20 48 22 3 
0 28 36 41 3 22 8 5 44 15 40 47 49 33 30 7 1 13 46 29 17 16 45 19 18 24 34 20 23 37 25 42 14 9 48 26 11 32 21 4 27 2 35 6 43 39 10 12 38 31 
0 8 35 15 23 17 18 4 14 44 19 1 2 21 30 9 32 29 45 7 10 22 39 46 28 41 6 13 3 37 5 34 40 47 16 24 31 26 42 36 12 48 20 49 38 11 33 25 43 27 
0 47 44 43 35 39 11 15 46 24 31 7 25 9 45 23 8 34 48 27 49 42 4 14 5 20 18 29 33 38 13 26 19 12 30 36 40 32 28 1 37 22 16 10 21 2 6 41 17 3 
0 21 35 12 47 25 14 28 46 43 19 7 3 23 5 45 10 38 20 24 36 1 22 41 30 37 34 9 4 13 6 49 8 29 2 27 15 11 18 17 33 40 39 48 26 32 42 44 31 16 
46 17 5 6 0 8 45 28 9 4 30 29 35 39 24 44 34 15 2 1 11 37 33 42 3 19 10 16 21 25 41 7 23 13 48 26 49 36 40 38 27 43 20 14 18 47 31 32 12 22 
0 29 41 16 44 12 47 8 22 2 15 28 13 43 40 5 38 26 45 34 31 18 20 48 1 49 6 14 23 4 36 46 21 11 32 30 17 19 24 25 10 33 9 7 42 27 35 3 37 39 
0 4 16 38 36 11 48 33 13 22 34 6 9 8 30 21 7 39 47 3 35 19 25 5 12 1 37 27 18 17 28 23 26 32 10 14 15 44 45 43 2 29 41 46 40 24 49 42 31 20 
0 15 26 22 28 2 20 4 32 14 29 6 43 39 3 5 34 17 33 45 9 12 25 30 18 42 40 41 23 31 27 19 1 13 7 35 11 24 49 36 48 10 8 16 38 44 21 37 47 46 
4 11 31 48 0 1 15 46 12 18 20 43 32 5 16 40 47 45 34 22 39 36 19 17 9 8 49 21 33 10 7 14 38 2 41 44 26 29 42 24 25 13 23 27 30 3 6 28 35 37 
35 3 32 17 39 37 5 15 46 41 23 0 44 49 42 18 4 1 33 11 28 20 47 21 22 40 6 13 34 31 25 12 24 38 48 2 29 14 7 26 30 16 27 43 10 9 45 36 8 19 
15 43 6 7 28 49 36 45 11 5 24 46 23 19 8 0 44 14 30 16 33 20 35 17 10 29 22 38 37 41 31 2 40 47 12 26 21 3 25 42 13 9 1 34 18 39 4 32 27 48 
32 8 40 33 48 4 47 49 7 18 15 27 21 20 17 11 19 6 45 34 44 38 25 14 35 5 28 46 1 10 29 0 31 23 9 24 26 22 43 2 30 41 39 16 12 36 42 13 3 37 
13 43 47 14 31 22 32 37 48 39 4 7 46 16 35 36 0 15 26 11 23 27 12 24 45 17 34 3 19 21 42 49 5 8 2 38 18 9 1 29 6 44 33 25 40 30 28 41 10 20 
0 39 32 12 41 37 43 20 21 16 10 26 49 6 29 11 19 3 33 2 18 7 30 23 14 15 22 47 46 24 1 13 5 17 8 27 38 48 45 28 36 40 35 34 4 44 42 31 25 9 
7 47 13 42 16 17 31 48 20 41 1 9 34 26 36 45 32 28 25 8 38 5 30 40 23 10 0 43 19 18 3 2 24 37 27 6 12 29 14 21 4 15 33 44 22 11 39 46 49 35 
0 17 1 9 15 49 25 43 6 32 35 48 27 26 20 24 12 19 28 18 46 39 38 40 8 2 36 11 45 41 13 5 44 23 29 4 30 47 16 22 42 34 37 31 3 21 33 10 14 7 
49 3 16 35 28 46 9 18 23 25 19 1 15 36 40 22 10 44 24 26 13 7 45 47 12 43 6 48 20 41 17 39 38 37 32 2 31 21 42 30 11 4 33 27 5 14 29 34 8 0 
0 40 22 27 45 18 37 10 25 1 7 6 13 41 19 36 3 28 26 4 11 31 16 5 39 42 24 20 47 14 23 2 44 9 35 8 15 12 43 34 33 21 30 38 17 32 29 46 49 48 
0 1 24 35 42 12 17 11 44 27 2 10 14 4 6 3 29 43 18 33 38 7 9 48 13 16 28 21 19 41 8 5 31 20 26 45 32 25 40 15 34 36 49 30 47 39 22 23 46 37 
24 9 0 44 5 20 3 37 47 12 6 4 14 48 10 26 22 13 31 1 19 42 27 2 49 46 8 25 38 43 32 30 11 21 16 29 35 28 15 7 41 39 34 18 40 36 17 23 45 33 
13 24 18 27 1 48 49 38 46 7 16 17 15 0 14 3 23 22 4 12 25 35 31 36 11 19 8 34 2 47 40 9 37 30 21 33 20 41 10 6 29 45 43 5 44 42 39 28 32 26 
29 22 0 15 2 47 43 48 28 38 7 19 46 9 12 45 17 5 35 44 6 3 33 49 34 23 10 40 8 26 37 1 11 21 13 20 39 42 18 4 31 24 41 30 25 16 14 32 36 27 
3 26 34 0 23 12 28 37 44 20 30 15 49 29 42 18 43 9 33 4 45 40 7 46 25 31 17 21 6 8 19 35 36 11 2 16 48 1 39 5 38 13 27 24 47 41 10 22 32 14 
0 17 34 49 3 46 14 39 21 4 6 8 44 38 31 13 24 47 15 43 25 1 9 37 48 35 23 26 30 22 16 19 28 33 32 18 42 11 27 45 40 29 2 41 7 20 5 36 12 10 
38 6 0 2 9 34 40 33 42 37 26 28 27 10 11 3 24 7 13 21 25 14 18 32 35 19 16 44 47 49 12 17 30 39 5 15 20 22 41 43 4 23 36 46 31 1 48 45 29 8 
20 10 22 4 36 11 19 12 44 16 40 39 8 3 5 6 30 7 15 29 9 33 0 14 35 25 43 46 24 2 48 31 13 23 41 47 42 17 45 21 27 1 37 18 26 49 32 28 34 38 
0 48 33 43 20 28 3 26 32 38 36 34 44 2 35 17 18 45 1 24 7 47 5 12 11 29 23 14 6 13 39 27 37 49 25 19 16 9 4 30 41 22 40 15 10 21 31 46 42 8 
18 4 35 1 31 28 25 16 38 43 26 34 7 37 39 47 46 8 0 9 30 36 14 32 6 10 40 24 3 15 33 41 22 13 21 45 12 23 49 5 27 2 29 11 17 48 20 44 42 19 
0 12 40 39 26 38 37 5 4 44 21 6 11 23 28 25 14 29 7 3 16 10 27 2 32 9 33 24 36 22 45 49 19 48 46 1 18 31 34 42 13 47 41 35 8 17 43 15 20 30 
26 18 4 16 48 22 13 3 15 21 43 8 6 41 2 12 10 7 36 14 0 30 38 49 47 31 20 46 1 11 29 34 39 32 42 25 40 17 28 44 19 35 37 5 33 9 45 24 23 27 
0 3 36 26 7 32 27 47 4 22 5 13 37 8 45 20 9 43 38 11 29 12 48 44 17 46 15 25 6 28 24 23 39 49 34 10 33 35 14 18 1 2 31 41 21 19 42 40 16 30 
0 12 48 35 36 20 3 42 14 10 28 5 26 18 33 6 30 31 8 47 40 23 11 32 29 15 41 1 45 27 38 44 22 7 2 46 21 49 39 17 16 9 37 4 34 24 19 13 25 43 
2 8 0 17 10 25 49 19 35 43 21 6 3 31 24 28 41 15 38 46 20 13 18 16 47 37 4 26 5 27 36 22 33 12 34 32 29 1 7 23 14 44 11 40 48 9 45 39 42 30 
35 30 16 26 27 3 38 40 25 1 8 41 31 37 10 4 24 48 17 33 2 7 28 6 23 5 12 21 9 47 18 32 36 11 14 0 22 39 20 19 49 42 43 44 46 15 45 34 13 29 
0 39 9 47 29 36 41 8 22 42 21 23 19 6 14 37 4 49 7 11 3 38 18 34 5 28 25 26 43 31 10 27 35 12 17 30 48 15 16 32 44 1 46 2 40 45 13 33 20 24 
40 43 20 41 9 33 46 26 14 0 42 28 21 34 22 4 2 3 8 18 23 45 10 19 31 6 16 32 37 29 49 48 1 15 17 11 13 24 44 30 47 35 12 7 38 25 27 36 5 39 
0 2 21 10 42 1 18 45 9 38 12 36 46 22 16 41 49 43 17 15 37 11 29 40 34 14 30 19 47 3 13 23 4 7 44 5 33 8 35 39 27 25 48 20 31 6 32 24 26 28 
0 28 47 6 9 30 43 49 48 7 31 17 21 45 44 10 25 39 26 24 32 18 19 42 33 20 8 22 14 1 35 2 13 12 38 29 36 4 46 37 11 34 23 41 27 3 40 5 15 16 
0 36 3 14 28 48 2 11 7 9 35 22 34 1 15 12 10 21 26 27 49 47 37 38 18 32 17 6 43 25 13 4 23 42 40 24 33 29 39 19 20 45 41 8 44 30 16 5 31 46 
0 33 2 4 47 15 11 29 22 49 10 3 38 46 9 16 28 5 26 39 34 32 17 43 18 48 21 6 35 24 25 14 36 45 42 40 7 30 31 12 1 37 44 23 41 8 27 20 13 19 
35 7 10 2 12 33 17 23 42 11 24 45 28 40 44 13 37 36 20 38 8 26 5 43 49 47 18 3 1 32 39 6 22 31 25 16 48 30 9 29 19 15 41 27 46 21 4 34 14 0 
48 20 32 36 7 31 15 6 44 14 17 28 46 0 3 10 12 33 38 18 40 13 9 23 43 35 8 16 30 47 27 25 1 42 22 5 41 49 24 4 19 39 11 34 45 2 37 26 21 29 
45 40 43 37 21 15 10 4 16 13 38 6 2 34 12 3 22 8 27 9 14 20 32 17 26 18 5 39 19 28 1 31 30 49 24 42 25 23 47 46 29 48 11 33 41 36 0 7 35 44 
0 21 12 2 1 45 15 8 29 27 6 4 49 19 39 42 7 44 34 13 5 36 31 9 16 20 14 30 38 33 11 37 23 26 3 35 46 43 22 32 40 25 28 48 47 10 24 41 17 18 
0 5 37 28 44 27 20 25 31 12 46 43 7 6 34 3 18 47 8 30 48 41 26 35 36 39 40 24 17 19 29 49 32 15 9 33 2 4 11 45 23 21 10 14 42 13 22 1 38 16 
0 47 14 33 26 2 17 18 4 21 13 20 3 31 42 9 8 49 38 37 10 25 45 6 11 28 34 40 29 24 30 22 41 35 19 44 16 39 15 32 48 27 43 23 1 46 7 36 12 5 
0 35 39 7 45 28 11 2 38 4 10 26 34 30 5 47 41 29 31 43 9 40 25 22 48 20 42 8 6 14 13 15 17 46 23 32 36 3 19 21 49 27 37 18 12 1 44 24 33 16 
46 2 39 47 37 38 18 16 24 0 41 3 19 12 8 10 34 15 22 44 27 7 1 20 28 5 33 4 45 48 13 32 21 25 23 11 14 6 9 17 43 36 49 26 40 31 42 30 35 29 
49 25 45 32 19 15 9 5 35 11 36 2 4 43 16 37 22 20 28 44 33 7 31 18 47 10 8 46 24 6 29 13 14 12 27 48 1 41 23 3 30 21 39 26 40 38 34 42 17 0 
0 9 3 40 19 17 13 6 37 38 29 36 41 2 32 25 26 28 16 48 42 44 14 18 27 24 45 47 10 22 43 31 15 33 11 12 49 30 4 5 21 20 35 23 39 1 7 8 34 46 
42 31 34 35 32 33 48 11 49 41 23 13 10 1 16 43 22 18 46 9 7 40 26 20 17 38 15 28 6 30 25 19 12 0 3 27 24 8 4 44 37 39 45 2 47 29 14 21 36 5 
0 18 31 27 17 41 15 49 5 34 45 25 39 9 16 19 20 35 3 22 23 26 8 11 44 12 48 28 37 29 21 24 6 7 36 4 1 32 33 13 46 43 10 42 38 47 40 30 14 2 
44 23 31 28 32 21 15 40 36 17 49 18 35 12 29 14 9 33 22 13 10 38 19 47 46 3 5 25 4 20 34 37 11 16 30 6 26 42 39 24 2 8 48 27 0 45 43 1 7 41 
0 48 24 1 39 2 22 42 37 47 6 49 45 40 17 13 34 9 12 23 28 33 36 14 15 44 41 38 20 5 11 25 29 19 8 26 32 43 27 35 18 3 21 30 10 16 7 4 46 31 
0 40 27 29 11 47 46 21 45 4 5 13 24 2 18 8 28 23 44 12 6 32 26 19 10 37 14 7 22 38 15 25 48 49 20 41 30 33 34 35 39 36 42 3 16 1 17 43 31 9 
0 7 49 35 45 47 17 37 16 21 30 41 8 48 4 31 22 38 6 39 42 26 12 3 14 18 44 5 36 34 15 28 9 2 24 40 19 27 25 13 32 11 1 33 23 46 10 43 20 29 
0 14 28 19 48 13 29 45 31 39 3 16 38 41 4 23 8 20 2 9 15 30 1 46 35 5 33 34 21 17 12 26 11 42 18 27 44 36 40 10 6 24 43 7 25 47 49 37 32 22 
35 17 19 24 16 42 0 33 12 28 38 32 15 7 25 27 1 21 40 10 37 9 8 49 30 11 23 4 45 41 14 39 44 29 26 20 36 48 6 47 46 5 43 34 31 13 18 3 2 22 
0 44 30 48 23 22 8 10 38 15 9 49 33 21 27 46 40 31 26 2 41 11 42 39 35 20 36 45 16 4 43 1 25 6 12 14 5 34 7 17 18 3 19 37 29 32 28 24 47 13 
0 39 25 6 19 43 7 9 15 2 46 26 45 13 35 28 21 30 17 34 48 42 1 8 20 32 14 3 4 11 33 23 12 29 44 49 36 40 22 18 31 16 10 24 37 47 38 27 41 5 
5 9 7 49 43 33 1 0 35 23 21 20 10 37 8 47 36 24 6 38 45 22 19 11 29 14 12 31 25 13 16 28 4 40 26 44 34 2 46 3 15 39 18 48 30 27 41 17 32 42 
39 49 4 40 24 1 28 48 0 19 15 25 11 12 9 27 10 37 3 17 7 5 23 43 31 45 33 41 18 47 46 26 34 38 32 2 13 16 14 8 21 6 36 22 42 20 29 30 44 35 
0 26 5 37 22 21 8 46 33 38 27 10 29 17 9 47 6 40 25 12 34 20 31 11 45 19 1 48 49 18 2 7 14 23 3 43 15 32 36 4 39 44 16 42 30 13 28 41 35 24 
49 20 44 17 21 28 4 16 1 34 8 48 0 40 19 10 32 38 31 26 23 15 29 9 47 45 39 2 3 43 5 36 18 12 37 25 42 24 41 35 30 6 22 14 13 7 33 27 11 46 
32 19 14 24 48 25 46 6 5 4 9 3 26 16 29 13 30 22 7 15 35 38 34 20 36 17 8 41 28 43 27 23 0 21 10 18 47 44 1 2 40 37 42 39 45 49 31 11 12 33 
0 6 45 47 24 3 49 11 12 38 44 25 7 32 43 17 20 10 2 46 41 34 33 28 5 4 19 13 14 21 26 23 1 16 40 18 30 31 22 9 29 48 27 8 35 15 42 39 36 37 
0 32 26 25 38 17 15 1 8 35 33 11 28 46 45 7 47 34 37 3 42 44 10 23 21 2 6 18 24 41 12 9 5 49 20 36 16 19 30 39 14 29 43 48 40 22 27 4 31 13 
17 14 37 36 22 39 31 1 18 43 2 33 27 34 19 7 16 46 21 0 25 10 26 20 3 15 40 23 38 24 35 42 44 30 5 4 28 13 11 8 29 48 6 47 45 32 9 49 12 41 
0 2 39 13 10 47 16 18 37 8 5 14 6 40 11 42 30 48 29 24 12 7 43 28 49 31 38 21 45 1 44 46 35 34 19 41 33 17 32 22 23 27 26 9 25 4 36 15 20 3 
24 38 1 16 47 6 12 40 34 37 44 33 48 8 10 27 42 14 0 25 28 45 46 18 4 20 11 23 2 21 7 32 29 5 49 3 17 30 22 35 36 19 26 39 43 15 13 41 31 9 
0 27 36 1 25 23 47 24 4 38 16 29 44 49 43 14 5 28 3 2 9 46 17 31 34 48 41 39 10 22 15 6 12 32 7 20 30 26 42 45 37 19 40 13 33 11 35 8 18 21 
47 39 25 9 31 27 35 32 21 34 44 46 11 37 29 4 16 13 14 42 33 17 24 49 18 19 45 0 7 48 2 38 30 23 15 6 8 3 20 10 1 5 28 26 36 43 41 40 12 22 
44 43 39 35 21 0 25 47 41 28 29 8 3 11 31 49 10 14 19 40 18 5 38 6 13 26 20 9 23 22 46 27 24 45 36 12 34 48 42 16 7 2 37 1 4 30 33 32 15 17 
0 41 21 39 25 45 14 32 30 18 4 19 34 10 3 6 36 44 12 23 37 1 7 15 5 47 9 40 29 20 13 24 2 16 8 22 42 49 26 46 11 27 33 17 43 28 35 38 48 31 
0 14 26 35 28 33 16 43 48 15 39 40 41 36 5 3 34 7 42 32 47 46 25 45 21 18 19 12 22 17 20 9 30 31 49 23 10 24 2 29 1 11 37 38 6 13 27 4 44 8 
43 15 12 49 32 21 3 27 4 7 13 26 9 24 33 47 45 20 39 10 25 22 0 28 48 23 1 35 42 38 5 17 18 19 8 30 37 31 41 2 34 46 36 29 44 11 40 6 14 16 
36 43 21 6 48 17 2 0 39 38 7 28 35 34 20 33 47 31 1 13 5 9 42 4 46 22 27 18 23 37 40 25 29 3 49 15 10 14 11 8 19 44 30 24 12 41 45 26 16 32 
35 38 1 39 49 25 12 14 20 31 0 28 7 8 21 47 36 11 3 10 22 2 40 34 4 26 5 9 18 29 13 41 45 32 24 19 43 37 44 16 15 46 6 23 48 33 17 30 42 27 
0 26 18 4 16 2 20 38 9 1 29 24 35 27 32 5 23 12 15 21 31 28 6 22 3 25 41 37 8 39 48 19 40 33 13 10 49 45 14 44 36 43 11 47 7 42 17 34 46 30 
0 45 27 20 29 49 11 38 22 24 48 39 36 42 6 2 7 28 13 3 5 12 18 15 41 16 46 19 17 34 47 40 10 14 37 33 30 25 23 31 26 43 9 32 4 44 1 21 8 35 
38 17 37 48 19 43 31 22 47 2 28 21 30 34 8 13 32 9 5 29 35 36 18 3 27 15 14 16 45 46 26 6 12 11 24 7 1 25 42 0 39 23 10 41 44 4 40 20 49 33 
0 36 21 20 31 46 1 8 18 6 5 7 2 45 25 40 3 32 28 37 16 12 13 10 33 41 4 35 38 42 48 22 27 49 34 14 15 17 23 47 11 19 24 39 43 26 9 44 30 29 
31 24 41 10 29 0 26 8 47 2 7 49 45 21 22 40 6 34 38 13 17 30 35 14 5 15 1 3 36 25 11 48 44 28 16 42 4 23 20 9 39 27 19 18 37 46 32 12 43 33 
13 3 25 12 0 35 1 33 36 16 21 34 31 4 8 14 27 44 46 17 49 47 30 6 38 9 18 42 11 10 23 41 32 43 5 15 20 40 26 29 7 37 39 22 48 24 2 45 19 28 
0 30 5 7 6 42 45 28 18 33 27 11 32 19 17 48 2 46 40 16 20 39 24 15 35 13 22 44 26 1 21 4 38 37 29 23 36 25 49 34 41 10 14 9 12 3 43 8 31 47 
