authors,year,source,title,journal,doi,excl_lang,excl_orig,excl_age,excl_clin,excl_fmri,excl_sem,exc_glm,excl_whole,excl_space,excl_within,verdict,age_mean,age_max,comment,task,corresponding,mail,contacted,status
"Karalunas, S.L.; Fair, D.; Musser, E.D.; Aykes, K.; Iyer, S.P.; Nigg, J.T.",2014,databases,Subtyping attention-deficit/hyperactivity disorder using temperament dimensions: Toward biologically based nosologic criteria,JAMA Psychiatry,https://doi.org/10.1001/jamapsychiatry.2014.763,0,0,0,0,1,0,0,0,0,0,exclude,8.33,11,NaN,NaN,NaN,NaN,NaN,NaN
"Karunanayaka, P.; Schmithorst, V.J.; Vannest, J.; Szaflarski, J.P.; Plante, E.; Holland, S.K.",2011,databases,A linear structural equation model for covert verb generation based on independent component analysis of fMRI data from children and adolescents,Frontiers in Systems Neuroscience,https://doi.org/10.3389/fnsys.2011.00029,0,0,1,0,0,0,0,0,0,0,exclude,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN
"Karunanayaka, Prasanna; Kim, Kwang Ki; Holland, Scott K.; Szaflarski, Jerzy P.",2011,databases,The effects of left or right hemispheric epilepsy on language networks investigated with semantic decision fMRI task and independent component analysis,Epilepsy & Behavior,https://doi.org/10.1016/j.yebeh.2010.12.029,0,0,1,0,0,0,0,0,0,0,exclude,39.3,59,NaN,NaN,NaN,NaN,NaN,NaN
"Karunanayaka, Prasanna; Schmithorst, Vincent J.; Vannest, Jennifer; Szaflarski, Jerzy P.; Plante, Elena; Holland, Scott K.",2010,databases,A group independent component analysis of covert verb generation in children: A functional magnetic resonance imaging study,NeuroImage,https://doi.org/10.1016/j.neuroimage.2009.12.108,0,0,1,0,0,0,0,0,0,0,exclude,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN
"Kasper, Siegfried",2013,databases,Editorial,The World Journal of Biological Psychiatry,https://doi.org/10.3109/15622975.2013.788864,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kaufmann, L.; Koppelstaetter, F.; Siedentopf, C.; Haala, I.; Haberlandt, E.; Zimmerhackl, L.-B.; Felber, S.; Ischebeck, A.",2006,databases,Neural correlates of the number-size interference task in children,NeuroReport,https://doi.org/10.1097/00001756-200604240-00007,0,0,0,0,0,1,0,0,0,0,exclude,9.6,12,NaN,NaN,NaN,NaN,NaN,NaN
"Kavanaugh, B.C.; Warren, E.B.; Baytas, O.; Schmidt, M.; Merck, D.; Buch, K.; Liu, J.S.; Phornphutkul, C.; Caruso, P.; Morrow, E.M.",2019,databases,Longitudinal MRI findings in patient with SLC25A12 pathogenic variants inform disease progression and classification,"American Journal of Medical Genetics, Part A",https://doi.org/10.1002/ajmg.a.61322,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kemner, C.; Verbaten, M.N.; Cuperus, J.M.; Camfferman, G.; van Engeland, H.",1995,databases,Auditory event-related brain potentials in autistic children and three different control groups,Biological Psychiatry,https://doi.org/10.1016/0006-3223(94)00247-Z,0,0,0,0,1,0,0,0,0,0,exclude,10.6,13,NaN,NaN,NaN,NaN,NaN,NaN
"Kent, L.; Craddock, N.",2003,databases,Is there a relationship between attention deficit hyperactivity disorder and bipolar disorder?,Journal of Affective Disorders,https://doi.org/10.1016/S0165-0327(02)00092-7,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kenworthy, L.; Wallace, G.L.; Birn, R.; Milleville, S.C.; Case, L.K.; Bandettini, P.A.; Martin, A.",2013,databases,Aberrant neural mediation of verbal fluency in autism spectrum disorders,Brain and Cognition,https://doi.org/10.1016/j.bandc.2013.08.003,0,0,1,0,0,0,0,0,0,0,exclude,17,21,NaN,NaN,NaN,NaN,NaN,NaN
"Keresztes, A.; Ngo, C.T.; Lindenberger, U.; Werkle-Bergner, M.; Newcombe, N.S.",2018,databases,Hippocampal Maturation Drives Memory from Generalization to Specificity,Trends in Cognitive Sciences,https://doi.org/10.1016/j.tics.2018.05.004,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kherif, F.; Josse, G.; Seghier, M.L.; Price, C.J.",2009,databases,The main sources of intersubject variability in neuronal activation for reading aloud,Journal of Cognitive Neuroscience,https://doi.org/10.1162/jocn.2009.21084,0,0,1,0,0,0,0,0,0,0,exclude,30.7,74,NaN,NaN,NaN,NaN,NaN,NaN
"Khetani, A.; Rohr, C.S.; Sojoudi, A.; Bray, S.; Barlow, K.M.",2019,databases,Alteration in Cerebral Activation during a Working Memory Task after Pediatric Mild Traumatic Brain Injury: A Prospective Controlled Cohort Study,Journal of Neurotrauma,https://doi.org/10.1089/neu.2018.6117,0,0,1,0,0,0,0,0,0,0,exclude,14.2,18,NaN,NaN,NaN,NaN,NaN,NaN
"Khipal, J.; Sankhyan, N.; Singhi, S.C.; Singhi, P.; Khandelwal, N.",2017,databases,Clinical Utility of MRI Brain in Children with Non-traumatic Coma,Indian Journal of Pediatrics,https://doi.org/10.1007/s12098-017-2465-3,0,0,1,0,0,0,0,0,0,0,exclude,NaN,0.1,NaN,NaN,NaN,NaN,NaN,NaN
"Kibby, M.Y.; Kroese, J.M.; Krebbs, H.; Hill, C.E.; Hynd, G.W.",2009,databases,The pars triangularis in dyslexia and ADHD: A comprehensive approach,Brain and Language,https://doi.org/10.1016/j.bandl.2009.03.001,0,0,0,0,1,0,0,0,0,0,exclude,9.7,12,NaN,NaN,NaN,NaN,NaN,NaN
"Kikuchi, M.; Yoshimura, Y.; Mutou, K.; Minabe, Y.",2016,databases,Magnetoencephalography in the study of children with autism spectrum disorder,Psychiatry and Clinical Neurosciences,https://doi.org/10.1111/pcn.12338,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kilinc, O.; Ekinci, G.; Demirkol, E.; Agan, K.",2015,databases,Bilateral agenesis of arcuate fasciculus demonstrated by fiber tractography in congenital bilateral perisylvian syndrome,Brain and Development,https://doi.org/10.1016/j.braindev.2014.05.003,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kim, F.M.; Poussaint, T.Y.; Barnes, P.D.",1999,databases,Neuroimaging of scoliosis in childhood,Neuroimaging Clinics of North America,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kim, Kwang Ki; Karunanayaka, Prasanna; Privitera, Michael D.; Holland, Scott K.; Szaflarski, Jerzy P.",2011,databases,Semantic association investigated with functional MRI and independent component analysis,Epilepsy & Behavior,https://doi.org/10.1016/j.yebeh.2010.11.010,0,1,0,0,0,0,0,0,0,0,exclude,39.3,59,NaN,NaN,NaN,NaN,NaN,NaN
"Kinder, M.; Lotze, M.; Davids, S.; Domin, M.; Thoms, K.; Wendt, J.; Hirschfeld, H.; Hamm, A.; Lauffer, H.",2014,databases,Functional imaging in obese children responding to long-term sports therapy,Behavioural Brain Research,https://doi.org/10.1016/j.bbr.2014.06.037,0,0,1,0,0,0,0,0,0,0,exclude,13.15,15,NaN,NaN,NaN,NaN,NaN,NaN
"Kipp, K.H.; Opitz, B.; Becker, M.; Hofmann, J.; Krick, C.; Gortner, L.; Mecklinger, A.",2012,databases,Selective modifications in the neural memory network in children with febrile seizures: Evidence from functional magnetic resonance imaging,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2012.00017,0,0,0,0,0,1,0,0,0,0,exclude,8,9,NaN,NaN,NaN,NaN,NaN,NaN
"Kircanski, K.; White, L.K.; Tseng, W.-L.; Wiggins, J.L.; Frank, H.R.; Sequeira, S.; Zhang, S.; Abend, R.; Towbin, K.E.; Stringaris, A.; Pine, D.S.; Leibenluft, E.; Brotman, M.A.",2018,databases,A latent variable approach to differentiating neural mechanisms of irritability and anxiety in youth,JAMA Psychiatry,https://doi.org/10.1001/jamapsychiatry.2018.0468,0,0,1,0,0,0,0,0,0,0,exclude,13.1,18,NaN,NaN,NaN,NaN,NaN,NaN
"Kircher, Tilo; Straube, Benjamin; Leube, Dirk; Weis, Susanne; Sachs, Olga; Willmes, Klaus; Konrad, Kerstin; Green, Antonia",2009,databases,Neural interaction of speech and gesture: Differential activations of metaphoric co-verbal gestures,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2008.08.009,0,0,1,0,0,0,0,0,0,0,exclude,29,38,NaN,NaN,NaN,NaN,NaN,NaN
"Kirschen, M.P.; Topjian, A.A.; Hammond, R.; Illes, J.; Abend, N.S.",2014,databases,Neuroprognostication after pediatric cardiac arrest,Pediatric Neurology,https://doi.org/10.1016/j.pediatrneurol.2014.07.026,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kishiyama, M.M.; Thomas Boyce, W.; Jimenez, A.M.; Perry, L.M.; Knight, R.T.",2009,databases,Socioeconomic disparities affect prefrontal function in children,Journal of Cognitive Neuroscience,https://doi.org/10.1162/jocn.2009.21101,0,0,0,0,1,0,0,0,0,0,exclude,9.5,12,NaN,NaN,NaN,NaN,NaN,NaN
"Klaver, Peter; Latal, Beatrice; Martin, Ernst",2015,databases,Occipital cortical thickness in very low birth weight born adolescents predicts altered neural specialization of visual semantic category related neural networks,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2014.10.030,0,0,1,0,0,0,0,0,0,0,exclude,13.3,14,NaN,NaN,NaN,NaN,NaN,NaN
"Klein, D.; Zatorre, R.J.; Chen, J.-K.; Milner, B.; Crane, J.; Belin, P.; Bouffard, M.",2006,databases,Bilingual brain organization: A functional magnetic resonance adaptation study,NeuroImage,https://doi.org/10.1016/j.neuroimage.2005.12.012,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kleines, M.; Schiefer, J.; Stienen, A.; Blaum, M.; Ritter, K.; Häusler, M.",2011,databases,Expanding the spectrum of neurological disease associated with Epstein-Barr virus activity,European Journal of Clinical Microbiology and Infectious Diseases,https://doi.org/10.1007/s10096-011-1261-7,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kleinschmidt-DeMasters, B.K.; Lillehei, K.O.; Hankinson, T.C.",2017,databases,Review of xanthomatous lesions of the sella,Brain Pathology,https://doi.org/10.1111/bpa.12498,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Klin, Ami",2008,databases,Three things to remember if you are a functional magnetic resonance imaging researcher of face processing in autism spectrum disorders,Biological Psychiatry,https://doi.org/10.1016/j.biopsych.2008.07.028,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Knaus, T.A.; Burns, C.; Kamps, J.; Foundas, A.L.",2017,databases,Atypical activation of action-semantic network in adolescents with autism spectrum disorder,Brain and Cognition,https://doi.org/10.1016/j.bandc.2017.06.004,0,0,1,0,0,0,0,0,0,0,exclude,12.64,16,NaN,NaN,NaN,NaN,NaN,NaN
"Knaus, T.A.; Silver, A.M.; Lindgren, K.A.; Hadjikhani, N.; Tager-Flusberg, H.",2008,databases,fMRI activation during a language task in adolescents with ASD,Journal of the International Neuropsychological Society,https://doi.org/10.1017/S1355617708081216,0,0,1,0,0,0,0,0,0,0,exclude,14.94,19,NaN,NaN,NaN,NaN,NaN,NaN
"Knoll, L.J.; Obleser, J.; Schipke, C.S.; Friederici, A.D.; Brauer, J.",2012,databases,Left prefrontal cortex activation during sentence comprehension covaries with grammatical knowledge in children,NeuroImage,https://doi.org/10.1016/j.neuroimage.2012.05.014,0,0,0,0,0,1,0,0,0,0,exclude,5.75,6,NaN,auditory subject-/object-initial sentences vs. baseline,NaN,NaN,NaN,NaN
"Köchel, A.; Schöngaßner, F.; Feierl-Gsodam, S.; Schienle, A.",2015,databases,Processing of affective prosody in boys suffering from attention deficit hyperactivity disorder: A near-infrared spectroscopy study,Social Neuroscience,https://doi.org/10.1080/17470919.2015.1017111,0,0,0,0,1,0,0,0,0,0,exclude,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Koirala, K.",2011,databases,Magnetic resonance neuroimaging in patient with complain of seizure.,Journal of Nepal Health Research Council,NaN,0,0,1,0,0,0,0,0,0,0,exclude,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN
"Kojima, K.; Brown, E.C.; Matsuzaki, N.; Asano, E.",2013,databases,Animal category-preferential gamma-band responses in the lower- and higher-order visual areas: Intracranial recording in children,Clinical Neurophysiology,https://doi.org/10.1016/j.clinph.2013.05.030,0,0,1,0,0,0,0,0,0,0,exclude,15,56,NaN,NaN,NaN,NaN,NaN,NaN
"Kolodny, E.H.",1993,databases,Dysmyelinating and demyelinating conditions in infancy,Current Opinion in Neurology and Neurosurgery,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kondo, A.; Saito, Y.; Floricel, F.; Maegaki, Y.; Ohno, K.",2007,databases,"Congenital ocular motor apraxia: Clinical and neuroradiological findings, and long-term intellectual prognosis",Brain and Development,https://doi.org/10.1016/j.braindev.2007.01.002,0,0,1,0,0,0,0,0,0,0,exclude,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
"Koolen, S.; Vissers, C.T.; Egger, J.I.M.; Verhoeven, L.",2013,databases,Can monitoring in language comprehension in Autism Spectrum Disorder be modulated? Evidence from event-related potentials,Biological Psychology,https://doi.org/10.1016/j.biopsycho.2013.07.008,0,0,1,0,0,0,0,0,0,0,exclude,38.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kornfeld, S.; Yuan, R.; Biswal, B.B.; Grunt, S.; Kamal, S.; Delgado Rodríguez, J.A.; Regényi, M.; Wiest, R.; Weisstanner, C.; Kiefer, C.; Steinlin, M.; Everts, R.",2018,databases,Resting-state connectivity and executive functions after pediatric arterial ischemic stroke,NeuroImage: Clinical,https://doi.org/10.1016/j.nicl.2017.10.016,0,0,1,0,0,0,0,0,0,0,exclude,14.8,24,NaN,NaN,NaN,NaN,NaN,NaN
"Korzeniewski, Steven J.",2009,databases,Neuroimaging for cerebral palsy,Developmental Medicine & Child Neurology,https://doi.org/10.1111/j.1469-8749.2008.03191.x,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Koster, Charlotte; Been, Pieter H.; Krikhaar, Evelien M.; Zwarts, Frans; Diepstra, Heidi D.; Van Leeuwen, Theo H.",2005,databases,Differences at 17 months: productive language patterns in infants at familial risk  for dyslexia and typically developing infants.,"Journal of speech, language, and hearing research : JSLHR",https://doi.org/10.1044/1092-4388(2005/029),0,0,1,0,0,0,0,0,0,0,exclude,1.4,1,NaN,NaN,NaN,NaN,NaN,NaN
"Kothare, S.V.; Ivanenko, A.",2013,databases,Introduction,Parasomnias: Clinical Characteristics and Treatment,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kouptsova, Jane E.; Leung, Rachel C.; Taylor, Margot J.",2017,databases,Stimulus exposure duration alters implicit processing of neutral and emotional  faces.,Neuroscience,https://doi.org/10.1016/j.neuroscience.2016.11.030,0,0,1,0,0,0,0,0,0,0,exclude,24.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Koutstaal, W.",2019,databases,Other ‘routes in’? Has the ‘fast’ in the fast mapping concept led us astray?,Cognitive Neuroscience,https://doi.org/10.1080/17588928.2019.1593124,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kovelman, Ioulia",2006,databases,Bilingual and monolingual brains compared: A fMRI study of semantic processing,NaN,NaN,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Krauel, K.; Duzel, E.; Hinrichs, H.; Lenz, D.; Herrmann, C.S.; Santel, S.; Rellum, T.; Baving, L.",2009,databases,Electrophysiological correlates of semantic processing during encoding of neutral and emotional pictures in patients with ADHD,Neuropsychologia,https://doi.org/10.1016/j.neuropsychologia.2009.02.030,0,0,0,0,1,0,0,0,0,0,exclude,12.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kronschnabel, J.; Schmid, R.; Maurer, U.; Brandeis, D.",2013,databases,Visual print tuning deficits in dyslexic adolescents under minimized phonological demands,NeuroImage,https://doi.org/10.1016/j.neuroimage.2013.02.014,0,0,1,0,0,0,0,0,0,0,exclude,15.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Krupp, L.B.; Banwell, B.; Tenembaum, S.",2007,databases,Consensus definitions proposed for pediatric multiple sclerosis and related disorders,Neurology,https://doi.org/10.1212/01.wnl.0000259422.44235.a8,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Krystal, John H.; Carter, Cameron S.; Geschwind, Daniel; Manji, Husseini K.; March, John S.; Nestler, Eric J.; Zubieta, Jon-Kar; Charney, Dennis S.; Goldman, David; Gur, Raquel E.; Lieberman, Jeffrey A.; Roy-Byrne, Peter; Rubinow, David R.; Anderson, Stewart A.; Barondes, Samuel; Berman, Karen F.; Blair, James; Braff, David L.; Brown, E. Sherwood; Calabrese, Joseph R.; Carlezon, William A. Jr.; Cook, Edwin H. Jr.; Davidson, Richard J.; Davis, Michael; Desimone, Robert; Drevets, Wayne C.; Duman, Ronald S.; Essock, Susan M.; Faraone, Stephen V.; Freedman, Robert; Friston, Karl J.; Gelernter, Joel; Geller, Barbara; Gill, Michael; Gould, Elizabeth; Grace, Anthony A.; Grillon, Christian; Gueorguieva, Ralitza; Hariri, Ahmad R.; Innis, Robert B.; Jones, Edward G.; Kleinman, Joel E.; Koob, George F.; Krystal, Andrew D.; Leibenluft, Ellen; Levinson, Douglas F.; Levitt, Pat R.; Lewis, David A.; Liberzon, Israel; Lipska, Barbara K.; Marder, Stephen R.; Markou, Athina; Mason, Graeme F.; McDougle, Christopher J.; McEwen, Bruce S.; McMahon, Francis J.; Meaney, Michael J.; Meltzer, Herbert Y.; Merikangas, Kathleen R.; Meyer-Lindenberg, Andreas; Mirnics, Károly; Monteggia, Lisa M.; Neumeister, Alexander; O'Brien, Charles P.; Owen, Michael J.; Pine, Daniel S.; Rapoport, Judith L.; Rauch, Scott L.; Robbins, Trevor W.; Rosenbaum, Jerrold F.; Rosenberg, David R.; Ross, Christopher A.; Rush, A. John; Sackeim, Harold A.; Sanacora, Gerard; Schatzberg, Alan F.; Shaham, Yavin; Siever, Larry J.; Sunderland, Trey; Tecott, Laurence H.; Thase, Michael E.; Todd, Richard D.; Weissman, Myrna M.; Yehuda, Rachel; Yoshikawa, Takeo; Young, Elizabeth A.; McCandless, R.",2008,databases,'It is time to take a stand for medical research and against terrorism targeting medical scientists': Erratum,Biological Psychiatry,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kubota, E.C.; Joo, S.J.; Huber, E.; Yeatman, J.D.",2019,databases,Word selectivity in high-level visual cortex and reading skill,Developmental Cognitive Neuroscience,https://doi.org/10.1016/j.dcn.2018.09.003,0,0,0,0,0,0,0,0,1,0,exclude,9.94,12,NaN,NaN,NaN,NaN,NaN,NaN
"Kuchukhidze, G.; Koppelstaetter, F.; Unterberger, I.; Dobesberger, J.; Walser, G.; Höfler, J.; Zamarian, L.; Haberlandt, E.; Rostasy, K.; Ortler, M.; Czech, T.; Feucht, M.; Bauer, G.; Delazer, M.; Felber, S.; Trinka, E.",2013,databases,Midbrain-hindbrain malformations in patients with malformations of cortical development and epilepsy: A series of 220 patients,Epilepsy Research,https://doi.org/10.1016/j.eplepsyres.2013.05.001,0,0,1,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kuhl, P.; Rivera-Gaxiola, M.",2008,databases,Neural substrates of language acquisition,NaN,NaN,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kurland, Jacquie; Cortes, Carlos R.; Wilke, Marko; Sperling, Anne J.; Lott, Susan N.; Tagamets, Malle A.; VanMeter, John; Friedman, Rhonda B.",2008,databases,Neural mechanisms underlying learning following semantic mediation treatment in a case of phonologic alexia,Brain Imaging and Behavior,https://doi.org/10.1007/s11682-008-9027-2,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kwako, Laura E.; Spagnolo, Primavera A.; Schwandt, Melanie L.; Thorsell, Annika; George, David T.; Momenan, Reza; Rio, Daniel E.; Huestis, Marilyn; Anizan, Sebastien; Concheiro, Marta; Sinha, Rajita; Heilig, Markus",2015,databases,The corticotropin releasing hormone-1 (CRH1) receptor antagonist pexacerfont in alcohol dependence: A randomized controlled experimental medicine study,Neuropsychopharmacology,https://doi.org/10.1038/npp.2014.306,0,0,1,0,0,0,0,0,0,0,exclude,NaN,65,NaN,NaN,NaN,NaN,NaN,NaN
"Kwok, V.; Niu, Z.; Kay, P.; Zhou, K.; Mo, L.; Jin, Z.; So, K.-F.; Tan, L.H.",2011,databases,Learning new color names produces rapid increase in gray matter in the intact adult human cortex,Proceedings of the National Academy of Sciences of the United States of America,https://doi.org/10.1073/pnas.1103217108,0,0,1,0,0,0,0,0,0,0,exclude,20.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Kwon, Y.M.; Rose, J.; Kim, A.R.; Son, S.M.",2017,databases,Corticoreticular tract lesion in children with developmental delay presenting with gait dysfunction and trunk instability,Neural Regeneration Research,https://doi.org/10.4103/1673-5374.215258,0,0,1,0,0,0,0,0,0,0,exclude,2,2,NaN,NaN,NaN,NaN,NaN,NaN
"Kylliäinen, A.; Braeutigam, S.; Hietanen, J.K.; Swithenby, S.J.; Bailey, A.J.",2006,databases,Face- and gaze-sensitive neural responses in children with autism: A magnetoencephalographic study,European Journal of Neuroscience,https://doi.org/10.1111/j.1460-9568.2006.05132.x,0,0,0,0,1,0,0,0,0,0,exclude,9.1,10,NaN,NaN,NaN,NaN,NaN,NaN
"Lallier, M.; Carreiras, M.",2018,databases,Cross-linguistic transfer in bilinguals reading in two alphabetic orthographies: The grain size accommodation hypothesis,Psychonomic Bulletin and Review,https://doi.org/10.3758/s13423-017-1273-0,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Landi, N.; Mencl, W.E.; Frost, S.J.; Sandak, R.; Pugh, K.R.",2010,databases,An fMRI study of multimodal semantic and phonological processing in reading disabled adolescents,Annals of Dyslexia,https://doi.org/10.1007/s11881-009-0029-6,0,0,1,0,0,0,0,0,0,0,exclude,13.7,19,NaN,NaN,NaN,NaN,NaN,NaN
"Langer, N.; Benjamin, C.; Minas, J.; Gaab, N.",2015,databases,The neural correlates of reading fluency deficits in children,Cerebral Cortex,https://doi.org/10.1093/cercor/bht330,0,0,0,0,0,1,0,0,0,0,exclude,9.9,12,NaN,reading sentences vs. letter strings (at different speeds),NaN,NaN,NaN,NaN
"Lanius, R.A.; Bluhm, R.; Lanius, U.; Pain, C.",2006,databases,A review of neuroimaging studies in PTSD: Heterogeneity of response to symptom provocation,Journal of Psychiatric Research,https://doi.org/10.1016/j.jpsychires.2005.07.007,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Lasek-Bal, A.; Kopyta, I.; Warsz-Wianecka, A.; Puz, P.; Łabuz-Roszak, B.; Zaręba, K.",2018,databases,Risk factor profile in patients with stroke at a young age: Stroke risk factors in young patients,Neurological Research,https://doi.org/10.1080/01616412.2018.1455367,0,0,1,0,0,0,0,0,0,0,exclude,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Lau, J.Y.; Britton, J.C.; Nelson, E.E.; Angold, A.; Ernst, M.; Goldwin, M.; Grillon, C.; Leibenluft, E.; Lissek, S.; Norcross, M.; Shiffrin, N.; Pine, D.S.",2011,databases,Distinct neural signatures of threat learning in adolescents and adults,Proceedings of the National Academy of Sciences of the United States of America,https://doi.org/10.1073/pnas.1005494108,0,0,1,0,0,0,0,0,0,0,exclude,13.1,17,NaN,NaN,NaN,NaN,NaN,NaN
"Law, M.; Oh, S.; Johnson, G.; Babb, J.S.; Zagzag, D.; Golfinos, J.; Kelly, P.J.",2006,databases,Perfusion magnetic resonance imaging predicts patient outcome as an adjunct to histopathology: A second reference standard in the surgical and nonsurgical treatment of low-grade gliomas,Neurosurgery,https://doi.org/10.1227/01.NEU.0000215944.81730.18,0,0,1,0,0,0,0,0,0,0,exclude,39,80,NaN,NaN,NaN,NaN,NaN,NaN
"Leach, J.L.; Holland, S.K.",2010,databases,Functional MRI in children: Clinical and research applications,Pediatric Radiology,https://doi.org/10.1007/s00247-009-1452-x,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, A.Y.; Jang, S.H.; Yeo, S.S.; Lee, E.; Cho, Y.W.; Son, S.M.",2013,databases,Changes in a cerebellar peduncle lesion in a patient with Dandy-Walker malformation a diffusion tensor imaging study,Neural Regeneration Research,https://doi.org/10.3969/j.issn.1673-5374.2013.05.012,0,0,1,0,0,0,0,0,0,0,exclude,2,2,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, C.C.; Ward, H.A.; Sharbrough, F.W.; Meyer, F.B.; Marsh, W.R.; Raffel, C.; So, E.L.; Cascino, G.D.; Shin, C.; Xu, Y.; Riederer, S.J.; Jack Jr., C.R.; Clifford R Jr., J.",1999,databases,Assessment of functional MR imaging in neurosurgical planning,American Journal of Neuroradiology,NaN,0,0,1,0,0,0,0,0,0,0,exclude,NaN,43,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, M.S.; Galetta, S.L.; Volpe, N.J.; Liu, G.T.",1999,databases,Sixth nerve palsies in children,Pediatric Neurology,https://doi.org/10.1016/S0887-8994(98)00090-3,0,0,1,0,0,0,0,0,0,0,exclude,8,18,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, N.R.; Raznahan, A.; Wallace, G.L.; Alexander-Bloch, A.; Clasen, L.S.; Lerch, J.P.; Giedd, J.N.",2014,databases,Anatomical coupling among distributed cortical regions in youth varies as a function of individual differences in vocabulary abilities,Human Brain Mapping,https://doi.org/10.1002/hbm.22299,0,0,1,0,0,0,0,0,0,0,exclude,11.65,19,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, R.",2006,databases,Childhood trauma and personality disorder: Toward a biological model,Current Psychiatry Reports,https://doi.org/10.1007/s11920-006-0080-5,0,1,0,0,0,0,0,0,0,0,exclude,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Lee, S.H.; Kim, S.J.",2020,databases,Effects of lamotrigine on problem-solving abilities in newly diagnosed pediatric patients with epilepsy,Journal of Clinical Neurology (Korea),https://doi.org/10.3988/jcn.2020.16.1.46,0,0,0,0,1,0,0,0,0,0,exclude,9.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Legault, G.; Shevell, M.I.; Dagenais, L.",2011,databases,Predicting comorbidities with neuroimaging in children with cerebral palsy,Pediatric Neurology,https://doi.org/10.1016/j.pediatrneurol.2011.06.005,0,0,1,0,0,0,0,0,0,0,exclude,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN
